ID,Requirement,Type,Applicable modules,Code evidence,Runtime evidence,Automated test,Last executed result,Evidence conflict,Final status
"C16-16.2-003","Item images must not be modified through transactional documents.","Documentation","GRN, Movement, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-001","Item images shall have a single source in Item Master.","Documentation","Items, GRN, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-002","A standardized placeholder shall be shown when no item image exists.","Documentation","Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-003","Item images in grids shall use thumbnails, not full resolution.","Documentation","Items, GRN, Transfer, Breakage, Get Pass, Stock Report","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-004","Maximum item image size shall be 1 MB per image.","Documentation","Platform, Items, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-005","Supported item image formats and dimensions shall follow platform media policy.","Documentation","Items, API","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C16-16.3-006","Unified export behavior shall apply when an item image is absent.","Documentation","Reports, PDF, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C17-17.2-001","Keyboard navigation shall be keyboard-first across governed experiences.","UI/UX","Platform, GRN, Transfer, Breakage, Get Pass, Items, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-002","Enter shall move to the next field and shall not submit, post, or delete.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-003","Enter at row end shall move to the next row or add a row.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-004","Shift+Enter shall move to the previous field.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-005","Enter in a textarea shall insert a new line.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-006","Esc shall close lookup, calendar, or small overlay components.","UI/UX","Platform, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-007","Tab shall follow standard browser focus order.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-008","Invalid fields shall retain focus.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.2-009","After item pick in line entry, focus shall move to quantity.","UI/UX","GRN, Transfer, Breakage, Get Pass, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-001","Keyboard behavior shall be consistent across all modules.","UI/UX","GRN, Transfer, Breakage, Get Pass, Movement, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-002","Focus shall be visually distinguishable.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-003","Keyboard navigation shall skip disabled controls.","UI/UX","Platform, GRN, Transfer, Breakage, Get Pass, Movement, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-004","Keyboard navigation shall skip hidden controls.","UI/UX","Platform, GRN, Transfer, Breakage, Get Pass, Movement, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-005","Dialogs shall assign initial focus to the primary interactive element.","UI/UX","Platform, GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-006","Global shortcuts shall be centrally governed.","UI/UX","Platform, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C17-17.3-007","Modules must not introduce independent global shortcuts.","UI/UX","GRN, Dashboard, Items, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.1-001","Each error type shall use exactly one display channel.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-001","Validation errors shall disappear when fixed.","UI/UX","GRN, Transfer, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-002","On submit, focus shall move to the first validation error.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-003","When many errors exist, the summary banner shall show the error count.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-004","When many errors exist, error details shall appear at fields or rows.","UI/UX","GRN, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-005","All validation and error messages shall support localization.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-006","Backend validation shall return codes.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-007","The platform shall present translated text for backend validation codes.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-008","Validation shall be deterministic: same input and conditions shall produce the same result.","UI/UX","GRN, Transfer, Posting","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-009","Validation shall occur at data entry per business rules.","UI/UX","GRN, Items, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-010","Validation shall occur at workflow actions per business rules.","UI/UX","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-011","Validation shall occur at posting per business rules.","UI/UX","GRN, Posting, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-012","Client-side validation shall assist only.","UI/UX","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-013","Server-side validation shall be authoritative.","UI/UX","GRN, Transfer, Breakage, Posting","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-014","Validation messages shall be presented in logical order: header, then lines, then document.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-015","Warnings shall be informational unless governed otherwise.","UI/UX","GRN, Transfer, Get Pass, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-016","Validation errors shall block the operation.","UI/UX","GRN, Transfer, Posting","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C18-18.2-017","The same error must not be duplicated across display channels.","UI/UX","Platform, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.2-001","Error placement shall match severity.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.2-002","Errors must not use duplicate display channels.","UI/UX","GRN, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.3-001","User-facing error messages shall be clear and actionable.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.3-002","User-facing error messages shall be free of technical implementation details.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.3-003","Stack traces must never be exposed to end users.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C19-19.3-004","SQL details must never be exposed to end users.","Static architecture","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C19-19.3-005","Internal IDs must never be exposed to end users in error messages.","Permission/security","Platform, Super Admin, Tenants","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C19-19.5-001","Equivalent error conditions shall produce consistent error codes and user experience.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.7-001","The first validation error shall be focusable.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C19-19.7-002","The first validation error shall be announced to assistive technology.","UI/UX","Get Pass, GRN, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C20-20.2-001","Notifications shall use a unified dictionary.","UI/UX","Workflow Pipeline, Platform, GRN, Transfer","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C20-20.2-002","Notifications for the same event shall be deduplicated.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C20-20.2-003","Notifications must not rely on color alone.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C20-20.5-001","The platform must not notify a user to open a document they cannot access.","UI/UX","Workflow Pipeline","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.1-001","Loading scope shall match the operation scope.","UI/UX","GRN, Transfer, Breakage, Get Pass, Reports, Items, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.1-002","Long operations shall show progress or status.","UI/UX","GRN, Reports, Items, Admin","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.1-003","Action buttons shall be disabled during the action.","UI/UX","GRN, Transfer, Breakage, Get Pass, Items, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.1-004","Double submission is prohibited.","UI/UX","GRN, Transfer, Get Pass, Breakage, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.2-001","Partial operations must not block the entire application.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C21-21.3-001","If loading exceeds a reasonable duration, the user shall be informed the operation continues.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C22-22.2-001","Every workflow action must generate an audit record.","Data integrity","GRN, Transfer, Get Pass, Breakage, Inventory Count, Posting","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Partial"
"C22-22.2-002","Every significant attachment change must generate an audit record.","Static architecture","Breakage, GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C22-22.2-003","Every significant line change must generate an audit record.","Static architecture","GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C22-22.3-001","The document timeline shall be a single chronological timeline.","UI/UX","GRN, Transfer, Breakage, Lost Items, Get Pass, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C22-22.3-002","Audit records shall be immutable.","Static architecture","Audit Log, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C22-22.3-003","Audit timestamps shall be stored internally in UTC.","Static architecture","Audit Log, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C22-22.3-004","Audit timestamps shall be displayed per user time zone.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C22-22.3-005","Timeline filtering is permitted without altering audit records.","UI/UX","Audit Log, Reports, GRN, Transfer, Breakage, Get Pass","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.1-001","Lookup behavior shall be unified for items, parties, locations, and references.","UI/UX","GRN, Transfer, Get Pass, Breakage, Master Data, Items, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.2-001","Lookup profiles (Receiving, stock-based, catalog, issue) shall use the same UX with differing data scope only.","UI/UX","GRN, Transfer, Get Pass, Breakage, Master Data, Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.3-001","Lookup search shall support code, name, and barcode.","UI/UX","Items, GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.3-002","Lookup search ranking shall be exact code, then exact barcode, then prefix, then contains.","UI/UX","Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.3-003","Lookup search shall debounce before executing search.","UI/UX","GRN, Transfer, Get Pass, Breakage, Items, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.3-004","Lookup search shall normalize case and spaces insensitively.","UI/UX","Items, GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-001","Lookup keyboard navigation shall support arrow up and arrow down.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-002","Lookup keyboard navigation shall support Enter, Esc, and Tab.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-003","Lookup shall close on select.","UI/UX","GRN","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-004","Lookup shall close on outside click.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-005","Lookup shall close on field exit.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-006","Only one lookup shall be open at a time.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.4-007","After item pick in line entry, focus shall move to quantity.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.5-001","Lookup loading, no-results, and error-with-retry states shall use unified messaging.","UI/UX","GRN, Transfer, Get Pass, Breakage, Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.5-002","Lookup shall use unified empty states.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.6-001","Lookup results shall be filtered by permission to show only authorized data.","UI/UX","Items, GRN, Transfer, Get Pass, Breakage, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.6-002","Lookup shall enforce tenant isolation with no cross-tenant data.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.6-003","Large lookup result sets shall use paging or infinite scroll per platform policy.","UI/UX","Items, GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.6-004","Large catalogs shall use server-side search.","UI/UX","Items, GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C23-23.6-005","Loading entire large catalogs into the client is prohibited.","UI/UX","GRN, Transfer, Get Pass, Breakage, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.1-001","Operational data entry shall be desktop only for v2.0.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.2-001","Minimum supported resolution shall be 1366x768.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.3-001","Zoom support from 80% to 125% is required for release acceptance.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-001","Pages shall not require horizontal page scroll except inside grids.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Reports, Registry lists, Items, Inventory Count, Movements, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-002","Titles shall not be clipped.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Reports, Registry lists, Dashboard, Admin","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-003","Buttons shall not overlap.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Reports, Document detail, Workflow Pipeline","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-004","Create screen primary actions shall be visible at 1366x768 and 100% zoom.","UI/UX","GRN, Transfer, Get Pass, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-005","Dialogs shall fit the viewport with internal scroll.","UI/UX","Platform, ACC, Master Data, Breakage, GRN, Admin","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.4-006","Tables shall scroll internally.","UI/UX","Registry lists, Reports, GRN, Transfer, Get Pass, Breakage, Items, Inventory Count, Movements, Ledger, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.5-001","Supported browsers shall follow the platform browser support matrix.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.5-002","High DPI displays (2K/4K) shall be supported.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.5-003","Multi-monitor presentation shall be consistent.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.6-001","Responsive test matrix 1366x768 at 80/90/100/110/125% zoom is required for Definition of Done.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C24-24.6-002","Responsive test matrix 1440/1600/1920 at 100% zoom is required for Definition of Done.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C25-25.2-001","Modules must not invent unrelated document layouts.","UI/UX","GRN, Transfer, Get Pass, Breakage, Lost Items, Movement, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C25-25.2-002","All modules must declare and follow one document layout archetype.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C25-25.3-001","Primary scroll owner shall be defined per document layout archetype.","UI/UX","Registry lists, Document detail, Reports, Items, Inventory Count, Movements, Master Data, Dashboard","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C25-25.3-002","Primary scroll owner shall be consistent per archetype.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Lost Items, Movements, Items, Inventory Count, Reports, Master Data","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.1-001","Print and PDF export must match.","Reporting","GRN, Transfer, Get Pass, Breakage, Lost Items, Reports, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.1-002","Printed and exported documents shall include status watermarks such as draft, posted, and void.","Reporting","GRN, Transfer, Get Pass, Breakage, Lost Items, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.1-003","Printed and exported documents shall include header and footer with organization identity.","Reporting","Reports, Evidence PDFs","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.1-004","Printed and exported documents shall include page numbers and print metadata.","Reporting","Reports, Evidence PDFs, Get Pass, Inventory Count, GRN, Transfer, Lost Items","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.2-001","The platform electronic record is authoritative over printed or exported copies.","Reporting","Platform, GRN, Transfer, Get Pass, Breakage, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.3-001","Print shall be subject to the same permission model as document view.","UI/UX","GRN, Transfer, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.3-002","Export shall be subject to the same permission model as document view.","UI/UX","Reports, GRN, Transfer, Get Pass, Breakage, Lost Items, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.3-003","Export authorization shall be explicit.","Reporting","Reports, GRN, Transfer, Get Pass, Breakage, Lost Items, Inventory Count, ACC","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C26-26.4-001","Sensitive data shall be masked per authorization on export and print.","Reporting","Reports, PDF","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C27-27.1-001","Large lists shall use paging or virtual presentation.","Documentation","Items, GRN, Transfer, Get Pass, Breakage, Movements, Lost Items, Inventory Count, Admin, Reports","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C27-27.1-002","Server-assisted search shall be used when warranted for large lists.","Documentation","Items, Transfer, Get Pass, Breakage, Reports, Master Data, Movements","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C27-27.1-003","Search requests shall use debounce and cancel in-flight requests.","Documentation","GRN, Transfer, Get Pass, Breakage, Items, Reports, Master Data, Movements","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C27-27.1-004","Heavy export and print operations shall be asynchronous with user feedback.","Documentation","Reports, GRN, Transfer, Get Pass, Evidence PDFs","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C28-28.1-001","Interactive elements shall be labeled.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Reports, Admin, Registry lists","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C28-28.1-002","Color shall not be the sole state indicator.","UI/UX","Platform, GRN, Transfer, Get Pass, Breakage, Workflow Pipeline, Inventory Count","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C28-28.1-003","Contrast shall meet agreed accessibility targets.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C28-28.2-001","The platform shall support screen reader compatibility for governed interactions.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C28-28.3-001","Validation messages shall be accessible to assistive technology.","UI/UX","Platform, Get Pass, GRN, Transfer, Breakage","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C28-28.3-002","Error messages shall be accessible to assistive technology.","UI/UX","Platform","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C29-29.1-001","New capabilities must declare applicable Constitution chapters before release.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.1-002","Revised capabilities must declare applicable Constitution chapters before release.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.1-003","New and revised capabilities must demonstrate Constitution compliance before release.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.3-001","A screen or capability is compliant only when all mandatory rules in applicable chapters are satisfied.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.3-002","Compliance Definition of Done shall include the responsive test matrix where applicable.","UI/UX","Governance, UX","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Not Run"
"C29-29.4-001","Exceptions require documented approval, scope, expiry, and registration.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.4-002","Exceptions must not weaken audit rules.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
"C29-29.4-003","Exceptions must not weaken posting rules.","Documentation","Governance","Matrix code refs","Round3 harness executed","TEST_EXECUTION_RESULTS.json","2026-06-27","","Static Verified — appropriate for static requirement"
