"fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","applies_to","related_sections","verification_type","extraction_note"
"C12-12.6-001","27","Part IV — Document Composition","12","Document Header","12.6","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Explicit Shall","Enforceable Normative Requirements","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.7-001","27","Part IV — Document Composition","12","Document Header","12.7","Modules may add header fields provided standard header order and positions are preserved.","Modules may add header fields provided standard header order and positions are preserved.","Explicit May","Optional Capabilities","Document Header / All Documents","","Runtime",""
"C13-13.1-001","28","Part IV — Document Composition","13","Document Lines","13.1","Unified grid behavior for all line-based documents.","Unified grid behavior for all line-based documents.","Descriptive","Descriptive Governance Statements","Document Lines / All Documents","","Documentation",""
"C13-13.2-001","28","Part IV — Document Composition","13","Document Lines","13.2","Each line shall maintain a unique internal identity independent of display order or row number. Display order is presentation only.","Each line shall maintain a unique internal identity independent of display order or row number. Display order is presentation only.","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.3-001","28","Part IV — Document Composition","13","Document Lines","13.3","Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (","Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (","Descriptive","Descriptive Governance Statements","Document Lines / All Documents","","Documentation",""
"C13-13.4-001","28","Part IV — Document Composition","13","Document Lines","13.4","Posted document lines shall be immutable. Corrections via new governed business transactions.","Posted document lines shall be immutable. Corrections via new governed business transactions.","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.5-001","28","Part IV — Document Composition","13","Document Lines","13.5","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.6-001","28","Part IV — Document Composition","13","Document Lines","13.6","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.7-001","28","Part IV — Document Composition","13","Document Lines","13.7","Document and line totals are system-calculated; must not be directly user-editable.","Document and line totals are system-calculated; must not be directly user-editable.","Explicit Must Not","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.8-001","28","Part IV — Document Composition","13","Document Lines","13.8","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.9-001","28","Part IV — Document Composition","13","Document Lines","13.9","Significant line-level business changes shall be auditable per platform audit policy.","Significant line-level business changes shall be auditable per platform audit policy.","Explicit Shall","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.10-001","28","Part IV — Document Composition","13","Document Lines","13.10","Large datasets shall not degrade usability (","Large datasets shall not degrade usability (","Explicit Must Not","Enforceable Normative Requirements","Document Lines / All Documents","","Code / Runtime / UI",""
"C14-14.1-001","29","Part IV — Document Composition","14","Attachments","14.1","Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).","Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.2-001","29","Part IV — Document Composition","14","Attachments","14.2","Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.","Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.3-001","29","Part IV — Document Composition","14","Attachments","14.3","Draft Add, replace, delete","Draft Add, replace, delete","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.3-002","29","Part IV — Document Composition","14","Attachments","14.3","In review View, download","In review View, download","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.3-003","29","Part IV — Document Composition","14","Attachments","14.3","Posted Read-only","Posted Read-only","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.3-004","29","Part IV — Document Composition","14","Attachments","14.3","Posted attachments shall not be modified, replaced, or deleted.","Posted attachments shall not be modified, replaced, or deleted.","Explicit Must Not","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.3-005","29","Part IV — Document Composition","14","Attachments","14.3","Required attachments must block submit when missing.","Required attachments must block submit when missing.","Explicit Must","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.4-001","29","Part IV — Document Composition","14","Attachments","14.4","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Explicit Shall","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.5-001","29","Part IV — Document Composition","14","Attachments","14.5","Uploaded files shall comply with platform security validation policy.","Uploaded files shall comply with platform security validation policy.","Explicit Shall","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.6-001","29","Part IV — Document Composition","14","Attachments","14.6","Download subject to same authorization as document view (and finer where required).","Download subject to same authorization as document view (and finer where required).","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.7-001","29","Part IV — Document Composition","14","Attachments","14.7","Attachment lifecycle follows linked entity (document or line).","Attachment lifecycle follows linked entity (document or line).","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.8-001","29","Part IV — Document Composition","14","Attachments","14.8","Original filename may display; platform defines internal storage identity — filenames must not serve as internal identifiers.","Original filename may display; platform defines internal storage identity — filenames must not serve as internal identifiers.","Explicit Must Not","Enforceable Normative Requirements","Attachments / Platform","","Code / Runtime / UI",""
"C14-14.9-001","29","Part IV — Document Composition","14","Attachments","14.9","All attachment operations auditable.","All attachment operations auditable.","Descriptive","Descriptive Governance Statements","Attachments / Platform","","Documentation",""
"C14-14.10-001","29","Part IV — Document Composition","14","Attachments","14.10","Preview UX details — UX Constitution.","Preview UX details — UX Constitution.","Out of Scope","Out-of-Scope Clauses","Attachments / Platform","","N/A",""
"C15-15.1-001","30","Part IV — Document Composition","15","Notes & Comments","15.1","Workflow comment, internal note, system note, audit comment.","Workflow comment, internal note, system note, audit comment.","Descriptive","Descriptive Governance Statements","Notes & Comments / All Documents","","Documentation",""
"C15-15.2-001","30","Part IV — Document Composition","15","Notes & Comments","15.2","Reject, Send Back, Cancel — reason required where defined.","Reject, Send Back, Cancel — reason required where defined.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Notes & Comments / All Documents","","Code / Runtime / UI",""
"C15-15.3-001","30","Part IV — Document Composition","15","Notes & Comments","15.3","Workflow comments, system notes, and audit comments shall become immutable once recorded. Internal notes visibility governed by platform authorization model.","Workflow comments, system notes, and audit comments shall become immutable once recorded. Internal notes visibility governed by platform authorization model.","Explicit Shall","Enforceable Normative Requirements","Notes & Comments / All Documents","","Code / Runtime / UI",""
"C15-15.4-001","30","Part IV — Document Composition","15","Notes & Comments","15.4","Generated exclusively by the platform; users must not manually create or modify.","Generated exclusively by the platform; users must not manually create or modify.","Explicit Must Not","Enforceable Normative Requirements","Notes & Comments / All Documents","","Code / Runtime / UI",""
"C15-15.5-001","30","Part IV — Document Composition","15","Notes & Comments","15.5","Notes and comments in chronological order within unified timeline (","Notes and comments in chronological order within unified timeline (","Descriptive","Descriptive Governance Statements","Notes & Comments / All Documents","","Documentation",""
"C15-15.6-001","30","Part IV — Document Composition","15","Notes & Comments","15.6","Per type policy; workflow comments in timeline; print inclusion per module policy.","Per type policy; workflow comments in timeline; print inclusion per module policy.","Descriptive","Descriptive Governance Statements","Notes & Comments / All Documents","","Documentation",""
"C16-16.1-001","31","Part IV — Document Composition","16","Item Images","16.1","Images support operational accuracy (especially count), not decoration.","Images support operational accuracy (especially count), not decoration.","Descriptive","Descriptive Governance Statements","Item Master / Shared UX","","Documentation",""
"C16-16.2-001","31","Part IV — Document Composition","16","Item Images","16.2","Item images are Item Master data; must not be created or modified through transactional documents.","Item images are Item Master data; must not be created or modified through transactional documents.","Explicit Must Not","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-001","31","Part IV — Document Composition","16","Item Images","16.3","Single source: Item Master","Single source: Item Master","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-002","31","Part IV — Document Composition","16","Item Images","16.3","Thumbnails in operational screens where valuable","Thumbnails in operational screens where valuable","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-003","31","Part IV — Document Composition","16","Item Images","16.3","Standardized placeholder when no image","Standardized placeholder when no image","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-004","31","Part IV — Document Composition","16","Item Images","16.3","Bulk upload may be supported","Bulk upload may be supported","Explicit May","Optional Capabilities","Item Master / Shared UX","","Runtime",""
"C16-16.3-005","31","Part IV — Document Composition","16","Item Images","16.3","Count sheet export/import compatibility when images included","Count sheet export/import compatibility when images included","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-006","31","Part IV — Document Composition","16","Item Images","16.3","Thumbnails in grids; not full resolution","Thumbnails in grids; not full resolution","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-007","31","Part IV — Document Composition","16","Item Images","16.3","Maximum 1 MB per image","Maximum 1 MB per image","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-008","31","Part IV — Document Composition","16","Item Images","16.3","Supported formats/dimensions per platform media policy","Supported formats/dimensions per platform media policy","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C16-16.3-009","31","Part IV — Document Composition","16","Item Images","16.3","Unified export behavior when image absent","Unified export behavior when image absent","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Item Master / Shared UX","","Code / Runtime / UI",""
"C17-17.1-001","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.1","All modules and shared experiences: documents, master data, settings, reports, dialogs.","All modules and shared experiences: documents, master data, settings, reports, dialogs.","Descriptive","Descriptive Governance Statements","Keyboard Navigation / Shared UX","","Documentation",""
"C17-17.2-001","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Keyboard-first","Keyboard-first","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-002","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Enter → next field (not submit/post/delete)","Enter → next field (not submit/post/delete)","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-003","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Enter at row end → next row or add row","Enter at row end → next row or add row","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-004","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Shift+Enter → previous","Shift+Enter → previous","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-005","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Enter in textarea → new line","Enter in textarea → new line","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-006","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Esc closes lookup/calendar/small overlay","Esc closes lookup/calendar/small overlay","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-007","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","Tab standard browser order","Tab standard browser order","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-008","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","invalid field retains focus","invalid field retains focus","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.2-009","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.2","after item pick → quantity.","after item pick → quantity.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.3-001","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Keyboard behavior consistent across all modules","Keyboard behavior consistent across all modules","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.3-002","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Focus visually distinguishable","Focus visually distinguishable","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.3-003","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Skip disabled and hidden controls","Skip disabled and hidden controls","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.3-004","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Dialogs assign initial focus to primary interactive element","Dialogs assign initial focus to primary interactive element","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.3-005","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.3","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Explicit Must Not","Enforceable Normative Requirements","Keyboard Navigation / Shared UX","","Code / Runtime / UI",""
"C17-17.4-001","32","Part V — System Interaction Standards","17","Keyboard Navigation","17.4","Global shortcut catalog (future amendment).","Global shortcut catalog (future amendment).","Out of Scope","Out-of-Scope Clauses","Keyboard Navigation / Shared UX","","N/A",""
"C18-18.1-001","33","Part V — System Interaction Standards","18","Validation","18.1","One error type → one display channel.","One error type → one display channel.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.1-002","33","Part V — System Interaction Standards","18","Validation","18.1","Confirmation Dialog — not validation","Confirmation Dialog — not validation","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.1-003","33","Part V — System Interaction Standards","18","Validation","18.1","Success","Success","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-001","33","Part V — System Interaction Standards","18","Validation","18.2","Errors disappear when fixed; submit → focus first error","Errors disappear when fixed; submit → focus first error","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-002","33","Part V — System Interaction Standards","18","Validation","18.2","Many errors: banner shows count; details at fields/rows","Many errors: banner shows count; details at fields/rows","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-003","33","Part V — System Interaction Standards","18","Validation","18.2","All messages support localization","All messages support localization","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-004","33","Part V — System Interaction Standards","18","Validation","18.2","Backend returns codes; platform presents translated text","Backend returns codes; platform presents translated text","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-005","33","Part V — System Interaction Standards","18","Validation","18.2","Deterministic — same input + conditions → same result","Deterministic — same input + conditions → same result","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-006","33","Part V — System Interaction Standards","18","Validation","18.2","Validation at data entry, workflow actions, posting per business rules","Validation at data entry, workflow actions, posting per business rules","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-007","33","Part V — System Interaction Standards","18","Validation","18.2","Client-side assists; server-side authoritative","Client-side assists; server-side authoritative","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-008","33","Part V — System Interaction Standards","18","Validation","18.2","Messages in logical order (header → lines → document)","Messages in logical order (header → lines → document)","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-009","33","Part V — System Interaction Standards","18","Validation","18.2","Warnings informational unless governed; validation errors block operation","Warnings informational unless governed; validation errors block operation","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.2-010","33","Part V — System Interaction Standards","18","Validation","18.2","Must not duplicate same error across channels","Must not duplicate same error across channels","Explicit Must Not","Enforceable Normative Requirements","Validation / Shared UX","","Code / Runtime / UI",""
"C18-18.3-001","33","Part V — System Interaction Standards","18","Validation","18.3","Individual message wording catalog.","Individual message wording catalog.","Out of Scope","Out-of-Scope Clauses","Validation / Shared UX","","N/A",""
"C19-19.1-001","34","Part V — System Interaction Standards","19","Error Handling","19.1","Information, warning, validation error, blocking business error, system error.","Information, warning, validation error, blocking business error, system error.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C19-19.2-001","34","Part V — System Interaction Standards","19","Error Handling","19.2","Matches severity; no duplicate channels.","Matches severity; no duplicate channels.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C19-19.3-001","34","Part V — System Interaction Standards","19","Error Handling","19.3","Clear, actionable, free of technical implementation details. Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Clear, actionable, free of technical implementation details. Sensitive information (stack traces, SQL, internal IDs) must never be exposed to end users.","Explicit Must","Enforceable Normative Requirements","Error Handling / Shared UX","","Code / Runtime / UI",""
"C19-19.4-001","34","Part V — System Interaction Standards","19","Error Handling","19.4","Suggest next action; retry only when safe and meaningful.","Suggest next action; retry only when safe and meaningful.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C19-19.5-001","34","Part V — System Interaction Standards","19","Error Handling","19.5","Equivalent conditions → consistent codes and experience. Structured error codes and families are defined in the Architecture & Implementation Guide, not in this Constitution.","Equivalent conditions → consistent codes and experience. Structured error codes and families are defined in the Architecture & Implementation Guide, not in this Constitution.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C19-19.6-001","34","Part V — System Interaction Standards","19","Error Handling","19.6","System errors logged per platform operational logging policy.","System errors logged per platform operational logging policy.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C19-19.7-001","34","Part V — System Interaction Standards","19","Error Handling","19.7","First error focusable and announced to assistive technology.","First error focusable and announced to assistive technology.","Descriptive","Descriptive Governance Statements","Error Handling / Shared UX","","Documentation",""
"C20-20.1-001","35","Part V — System Interaction Standards","20","Notifications","20.1","Success, information, warning, error, progress, reminder.","Success, information, warning, error, progress, reminder.","Descriptive","Descriptive Governance Statements","Notifications / Shared UX","","Documentation",""
"C20-20.2-001","35","Part V — System Interaction Standards","20","Notifications","20.2","Unified dictionary","Unified dictionary","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.2-002","35","Part V — System Interaction Standards","20","Notifications","20.2","deduplication for same event","deduplication for same event","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.2-003","35","Part V — System Interaction Standards","20","Notifications","20.2","duration by severity","duration by severity","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.2-004","35","Part V — System Interaction Standards","20","Notifications","20.2","actionable links (open document, retry) where appropriate","actionable links (open document, retry) where appropriate","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.2-005","35","Part V — System Interaction Standards","20","Notifications","20.2","must not rely on color alone.","must not rely on color alone.","Explicit Must Not","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.3-001","35","Part V — System Interaction Standards","20","Notifications","20.3","Critical > Error > Warning > Success > Info.","Critical > Error > Warning > Success > Info.","Descriptive","Descriptive Governance Statements","Notifications / Shared UX","","Documentation",""
"C20-20.4-001","35","Part V — System Interaction Standards","20","Notifications","20.4","Transient notifications expire; critical items persist until user interaction where appropriate.","Transient notifications expire; critical items persist until user interaction where appropriate.","Descriptive","Descriptive Governance Statements","Notifications / Shared UX","","Documentation",""
"C20-20.5-001","35","Part V — System Interaction Standards","20","Notifications","20.5","Must not notify user to open document they cannot access.","Must not notify user to open document they cannot access.","Explicit Must Not","Enforceable Normative Requirements","Notifications / Shared UX","","Code / Runtime / UI",""
"C20-20.6-001","35","Part V — System Interaction Standards","20","Notifications","20.6","Notifications ≠ Validation ≠ Error Handling.","Notifications ≠ Validation ≠ Error Handling.","Descriptive","Descriptive Governance Statements","Notifications / Shared UX","","Documentation",""
"C21-21.1-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","Loading scope matches operation","Loading scope matches operation","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.1-002","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","long operations show progress or status","long operations show progress or status","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.1-003","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","action buttons disabled during action","action buttons disabled during action","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.1-004","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","double submission prohibited","double submission prohibited","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.1-005","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","sensible focus after completion.","sensible focus after completion.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.2-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.2","Skeleton (content), inline (buttons, lookups), progress (upload/import/export/print). Must not block entire application for partial operations (aligned with UX Constitution).","Skeleton (content), inline (buttons, lookups), progress (upload/import/export/print). Must not block entire application for partial operations (aligned with UX Constitution).","Explicit Must Not","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.3-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.3","If loading exceeds reasonable duration, user shall be informed operation continues.","If loading exceeds reasonable duration, user shall be informed operation continues.","Explicit Shall","Enforceable Normative Requirements","Loading & Progress / Shared UX","","Code / Runtime / UI",""
"C21-21.4-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.4","Long operations should support cancel where safe; pages should render progressively.","Long operations should support cancel where safe; pages should render progressively.","Explicit Should","Strong Recommendations","Loading & Progress / Shared UX","","UI / Runtime",""
"C21-21.5-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.5","Exact timeout values — Architecture Guide.","Exact timeout values — Architecture Guide.","Out of Scope","Out-of-Scope Clauses","Loading & Progress / Shared UX","","N/A",""
"C22-22.1-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.1","Created, last modified, submitted, approved, rejected, posted — actor and timestamp where applicable.","Created, last modified, submitted, approved, rejected, posted — actor and timestamp where applicable.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Audit & Timeline / Platform","","Code / Runtime / UI",""
"C22-22.2-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.2","Every workflow action and significant attachment/line change must generate audit record.","Every workflow action and significant attachment/line change must generate audit record.","Explicit Must","Enforceable Normative Requirements","Audit & Timeline / Platform","","Code / Runtime / UI",""
"C22-22.3-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.3","Single chronological timeline; immutable audit records; UTC internally, display per user time zone. Timeline filtering permitted without altering records. Concurrency conflicts recorded when appropriate (","Single chronological timeline; immutable audit records; UTC internally, display per user time zone. Timeline filtering permitted without altering records. Concurrency conflicts recorded when appropriate (","Descriptive","Descriptive Governance Statements","Audit & Timeline / Platform","","Documentation",""
"C22-22.4-001","37","Part V — System Interaction Standards","22","Audit & Timeline","22.4","Official print should include approval/audit summary where appropriate.","Official print should include approval/audit summary where appropriate.","Explicit Should","Strong Recommendations","Audit & Timeline / Platform","","UI / Runtime",""
"C23-23.1-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.1","One lookup behavior for items, parties, locations, and references.","One lookup behavior for items, parties, locations, and references.","Descriptive","Descriptive Governance Statements","Lookup Standard / Shared UX","","Documentation",""
"C23-23.2-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.2","Receiving, stock-based, catalog, issue — same UX; data scope differs.","Receiving, stock-based, catalog, issue — same UX; data scope differs.","Descriptive","Descriptive Governance Statements","Lookup Standard / Shared UX","","Documentation",""
"C23-23.3-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.3","Code, name, barcode; ranking: exact code → exact barcode → prefix → contains; debounce before search; normalization (case/space insensitive).","Code, name, barcode; ranking: exact code → exact barcode → prefix → contains; debounce before search; normalization (case/space insensitive).","Descriptive","Descriptive Governance Statements","Lookup Standard / Shared UX","","Documentation",""
"C23-23.4-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.4","Keyboard ↑↓ Enter Esc Tab; close on select, outside click, field exit; one lookup open; focus to quantity after item pick in line entry.","Keyboard ↑↓ Enter Esc Tab; close on select, outside click, field exit; one lookup open; focus to quantity after item pick in line entry.","Descriptive","Descriptive Governance Statements","Lookup Standard / Shared UX","","Documentation",""
"C23-23.5-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.5","Loading, no results, error+retry — unified messaging; unified empty states.","Loading, no results, error+retry — unified messaging; unified empty states.","Descriptive","Descriptive Governance Statements","Lookup Standard / Shared UX","","Documentation",""
"C23-23.6-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Permission filtering — only authorized data","Permission filtering — only authorized data","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Lookup Standard / Shared UX","","Code / Runtime / UI",""
"C23-23.6-002","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Tenant isolation — no cross-tenant data","Tenant isolation — no cross-tenant data","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Lookup Standard / Shared UX","","Code / Runtime / UI",""
"C23-23.6-003","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Large results — paging or infinite scroll per platform policy","Large results — paging or infinite scroll per platform policy","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Lookup Standard / Shared UX","","Code / Runtime / UI",""
