fresh_id,chapter,section,requirement_text,category,implementation_target,verification_type,status,severity,frontend_evidence,backend_evidence,database_evidence,runtime_evidence,governance_evidence,tenant_scope_tested,limitations,finding_id,recommended_next_action
C9-9.4-001,9,9.4,Branch or property prefixes embedded in document numbers.,Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C10-10.2-001,10,10.2,Stock availability validated against latest committed inventory state at Posting.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:27-29 [stock] sha256=6F8EB68A4ED527B7… — Keyword `stock` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:27-29 [stock] sha256=6F8EB68A4ED527B7… — Keyword `stock` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:36-38 [stock] sha256=6F8EB68A4ED527B7… — Keyword `stock` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-002,10,10.2,Negative inventory prohibited in DX OSE v2.0.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/inventoryCount.service.js:598-600 [negative] sha256=4979B1175C44DAA1… — Keyword `negative` from clause | OSE-backend/src/services/inventoryCount.service.js:1653-1655 [negative] sha256=4979B1175C44DAA1… — Keyword `negative` from clause | OSE-backend/src/services/pdf/report-pdf-design-tokens.js:23-25 [negative] sha256=3BBF3AF230F259C6… — Keyword `negative` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-003,10,10.2,Quantity must be greater than zero,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/item.controller.js:430-432 [quantity] sha256=55548A15AB9E4881… — Keyword `quantity` from clause | OSE-backend/src/routes/item.routes.js:63-65 [quantity] sha256=C3B3EF65919AF2DB… — Keyword `quantity` from clause | OSE-backend/src/services/breakage.service.js:410-412 [quantity] sha256=789C6093E4FF4A49… — Keyword `quantity` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-004,10,10.2,zero-quantity lines prohibited.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/item.controller.js:430-432 [quantity] sha256=55548A15AB9E4881… — Keyword `quantity` from clause | OSE-backend/src/routes/item.routes.js:63-65 [quantity] sha256=C3B3EF65919AF2DB… — Keyword `quantity` from clause | OSE-backend/src/services/breakage.service.js:410-412 [quantity] sha256=789C6093E4FF4A49… — Keyword `quantity` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-005,10,10.2,Quantity precision per platform settings,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/item.controller.js:430-432 [quantity] sha256=55548A15AB9E4881… — Keyword `quantity` from clause | OSE-backend/src/routes/item.routes.js:63-65 [quantity] sha256=C3B3EF65919AF2DB… — Keyword `quantity` from clause | OSE-backend/src/services/breakage.service.js:410-412 [quantity] sha256=789C6093E4FF4A49… — Keyword `quantity` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-006,10,10.2,validation uses precise values.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/catalog.constitution.js:4-6 [validation] sha256=88A18C81F472DDF3… — Keyword `validation` from clause | OSE-backend/src/controllers/inventoryCount.controller.js:23-25 [validation] sha256=9CD2AE6906B1E320… — Keyword `validation` from clause | OSE-backend/src/controllers/inventoryCount.controller.js:27-29 [validation] sha256=9CD2AE6906B1E320… — Keyword `validation` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-007,10,10.2,Stock validation against source inventory location defined by transaction.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/postingEngine.service.js:32-32 [stock] sha256=5B89E1CBF5DD7FD5… — Required symbol `stock` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-008,10,10.2,All calculations use base unit.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,OSE-backend/src/services/pdf/report-pdf-profiles.js:7-9 [calculations] sha256=8BC6002A5523D214… — Keyword `calculations` from clause | OSE-Frontend/src/app/features/dashboard/dashboard.component.html:274-276 [calculations] sha256=264A3CE776C0A5CE… — Keyword `calculations` from clause; ,,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-009,10,10.2,Batch-controlled and serial-controlled inventory — Out of Scope v2.0.,Out of Scope,N/A,Code / Runtime / UI,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C10-10.2-010,10,10.2,No transaction shall violate constitutional stock integrity rules.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/getPass.controller.js:7-9 [transaction] sha256=525FCD6DBA33AF14… — Keyword `transaction` from clause | OSE-backend/src/controllers/grn.controller.js:85-87 [transaction] sha256=5E9468C8607E1020… — Keyword `transaction` from clause | OSE-backend/src/controllers/userRights.controller.js:147-149 [transaction] sha256=BA6D60428818E5AC… — Keyword `transaction` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-011,10,10.2,Inventory movements generated exclusively by Posted transactions.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:13-15 [inventory] sha256=6F8EB68A4ED527B7… — Keyword `inventory` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:19-21 [inventory] sha256=6F8EB68A4ED527B7… — Keyword `inventory` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:23-25 [inventory] sha256=6F8EB68A4ED527B7… — Keyword `inventory` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-012,10,10.2,Posted inventory movements shall never be edited,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/constants/governed-movement.constants.js:26-28 [posted] sha256=A5995B3AA9290D0F… — Keyword `posted` from clause | OSE-backend/src/constants/governed-movement.constants.js:26-28 [posted] sha256=A5995B3AA9290D0F… — Keyword `posted` from clause | OSE-backend/src/constants/grnStatus.js:2-4 [posted] sha256=29A7B8A311E7456E… — Keyword `posted` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-013,10,10.2,corrections via new governed transactions.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/periodClose.service.js:106-108 [corrections] sha256=A6938443A5322BFB… — Keyword `corrections` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-014,10,10.2,Inbound: ●  no stock check,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/postingEngine.service.js:32-32 [stock] sha256=5B89E1CBF5DD7FD5… — Required symbol `stock` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.2-015,10,10.2,Outbound: authoritative on platform,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/excel.service.js:119-121 [outbound] sha256=BD592C4F898A8AAC… — Keyword `outbound` from clause | OSE-backend/src/services/excel.service.js:126-128 [outbound] sha256=BD592C4F898A8AAC… — Keyword `outbound` from clause | OSE-backend/src/services/excel.service.js:128-130 [outbound] sha256=BD592C4F898A8AAC… — Keyword `outbound` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C10-10.3-001,10,10.3,Unit conversion within inventory movements,Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C10-10.3-002,10,10.3,reservation (Chapter 2.4.5).,Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C11-11.1-001,11,11.1,Display formatting only — not accounting or conversion.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C11-11.2-001,11,11.2,Property-level display currency.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C11-11.3-001,11,11.3,Changing display currency changes symbol and format only.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C11-11.3-002,11,11.3,"It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/movement.service.js:111-113 [convert] sha256=B70CE8BAE5B35DE2… — Keyword `convert` from clause | OSE-backend/src/services/superAdmin.service.js:1252-1254 [convert] sha256=11D2555AF4F21574… — Keyword `convert` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C11-11.4-001,11,11.4,"Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,OSE-Frontend/src/app/features/grn/grn-detail/grn-detail.component.ts:129-129 [canDownloadEvidencePack] sha256=0A11327509DAFE67… — Required symbol `canDownloadEvidencePack` present | OSE-Frontend/src/app/features/grn/grn-detail/grn-detail.component.ts:131-131 [POSTED] sha256=0A11327509DAFE67… — Required symbol `POSTED` present; ,,,,,,Static code evidence only; runtime not executed for this requirement,,
C11-11.4-002,11,11.4,Reports and PDF shall use property display currency as each channel is brought under this standard.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:28-30 [reports] sha256=6F8EB68A4ED527B7… — Keyword `reports` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:28-30 [reports] sha256=6F8EB68A4ED527B7… — Keyword `reports` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:44-46 [reports] sha256=6F8EB68A4ED527B7… — Keyword `reports` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C11-11.5-001,11,11.5,"Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C11-11.6-001,11,11.6,Changing Property Display Currency must not modify historical posted documents or stored business data.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/getPass.service.js:1336-1338 [changing] sha256=8D3A38EE2756E65C… — Keyword `changing` from clause | OSE-backend/src/services/location.service.js:273-275 [changing] sha256=2785D2CE44888139… — Keyword `changing` from clause | OSE-backend/src/services/superAdmin.service.js:1195-1197 [changing] sha256=11D2555AF4F21574… — Keyword `changing` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C11-11.7-001,11,11.7,Property settings — not inventory module settings.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C11-11.8-001,11,11.8,"Exchange rates, multi-currency purchasing, multi-currency accounting.",Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C12-12.1-001,12,12.1,The document header represents the business identity of the document throughout its lifecycle.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C12-12.2-001,12,12.2,"Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C12-12.2-002,12,12.2,Optional fields omitted when not applicable,UX / Presentation Requirement,UI / UX,Documentation,UNVERIFIED / BLOCKED,Medium,,,,,,,Insufficient evidence to determine compliance,,
C12-12.2-003,12,12.2,positions must not shift arbitrarily.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/get-pass-force-close.util.js:66-68 [positions] sha256=23DBAFA2AC209379… — Keyword `positions` from clause | OSE-backend/src/services/get-pass-force-close.util.js:125-127 [positions] sha256=23DBAFA2AC209379… — Keyword `positions` from clause | OSE-backend/src/services/get-pass-force-close.util.js:153-155 [positions] sha256=23DBAFA2AC209379… — Keyword `positions` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C12-12.3-001,12,12.3,"System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/services/docNumbering.service.js:36-36 [generateDocNumber] sha256=7178C47F4C9CCCF3… — Required symbol `generateDocNumber` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C12-12.3-002,12,12.3,Business fields — subject to document rules and lifecycle.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C12-12.3-003,12,12.3,Mandatory vs optional — per document type in Workflow Contracts / module policy.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C12-12.4-001,12,12.4,Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/config/swagger.js:37-39 [header] sha256=33A736F825E2BB2F… — Keyword `header` from clause | OSE-backend/src/config/swagger.js:56-58 [header] sha256=33A736F825E2BB2F… — Keyword `header` from clause | OSE-backend/src/controllers/auth.controller.js:24-26 [header] sha256=B28574131FE30669… — Keyword `header` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C12-12.5-001,12,12.5,"Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/userRights.controller.js:5-7 [changes] sha256=BA6D60428818E5AC… — Keyword `changes` from clause | OSE-backend/src/engines/scope-context.service.js:23-25 [changes] sha256=88EFCD1042755678… — Keyword `changes` from clause | OSE-backend/src/engines/shadow-mode.service.js:41-43 [changes] sha256=91CEEF84DC0E7DD5… — Keyword `changes` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C12-12.6-001,12,12.6,Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,OSE-Frontend/src/app/core/utils/constitution-lifecycle.util.ts:15-15 [constitutionUserFacingStateLabel] sha256=941FCAC9A336A56D… — Required symbol `constitutionUserFacingStateLabel` present; ,OSE-backend/src/platform/lifecyclePresentation.service.js:86-86 [mapUserFacingState] sha256=59C396F9812F21C0… — Required symbol `mapUserFacingState` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C12-12.7-001,12,12.7,Modules may add header fields provided standard header order and positions are preserved.,Optional Capability,Runtime Behavior,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Optional Capability verified unchanged,,Optional capability — not mandatory for compliance,,
C13-13.1-001,13,13.1,Unified grid behavior for all line-based documents.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C13-13.2-001,13,13.2,Each line shall maintain a unique internal identity independent of display order or row number.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,OSE-Frontend/src/app/core/pages/master-data-shell/master-data-shell.component.html:6-8 [maintain] sha256=9F5AD78B0AC7A95A… — Keyword `maintain` from clause; ,,,,,,Static code evidence only; runtime not executed for this requirement,,
C13-13.2-002,13,13.2,Display order is presentation only.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C13-13.3-001,13,13.3,"Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (Chapter 17).",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C13-13.4-001,13,13.4,Posted document lines shall be immutable.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,PASS,Info,,OSE-backend/src/services/grn.service.js + posting.service.js — POSTED read-only enforced at API (RS-POST-001),,RS-POST-001=Passed (GATE_B_CURRENT_SESSION_RUNTIME.json): PATCH posted GRN → HTTP 423 'GRN is POSTED and is fully read-only.',,grand-horizon,,,
C13-13.4-002,13,13.4,Corrections via new governed business transactions.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C13-13.5-001,13,13.5,Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/constants/grnStatus.js:11-13 [values] sha256=29A7B8A311E7456E… — Keyword `values` from clause | OSE-backend/src/constants/grnStatus.js:13-15 [values] sha256=29A7B8A311E7456E… — Keyword `values` from clause | OSE-backend/src/controllers/breakage.controller.js:15-17 [values] sha256=033635D0463754CB… — Keyword `values` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C13-13.6-001,13,13.6,All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/config/swagger.js:82-84 [lines] sha256=33A736F825E2BB2F… — Keyword `lines` from clause | OSE-backend/src/controllers/breakage.controller.js:38-40 [lines] sha256=033635D0463754CB… — Keyword `lines` from clause | OSE-backend/src/controllers/breakage.controller.js:39-41 [lines] sha256=033635D0463754CB… — Keyword `lines` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C13-13.7-001,13,13.7,Document and line totals are system-calculated,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C13-13.7-002,13,13.7,must not be directly user-editable.,Governance Definition,Governance Documentation,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Governance Definition verified unchanged,,"Governance definition — terminology, not product behavior",,
C13-13.8-001,13,13.8,Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/runtime-permission-matrix.js:4-6 [duplicate] sha256=AC2A797FE43BF0BA… — Keyword `duplicate` from clause | OSE-backend/src/controllers/report.controller.js:121-123 [duplicate] sha256=4BED5293AA19270E… — Keyword `duplicate` from clause | OSE-backend/src/controllers/userRights.controller.js:169-171 [duplicate] sha256=BA6D60428818E5AC… — Keyword `duplicate` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C13-13.9-001,13,13.9,Significant line-level business changes shall be auditable per platform audit policy.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:37-39 [level] sha256=6F8EB68A4ED527B7… — Keyword `level` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:37-39 [level] sha256=6F8EB68A4ED527B7… — Keyword `level` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:46-48 [level] sha256=6F8EB68A4ED527B7… — Keyword `level` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C13-13.10-001,13,13.10,Large datasets shall not degrade usability (Chapter 27).,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/docs/schemas.js:156-158 [large] sha256=647866494269FA07… — Keyword `large` from clause | OSE-backend/src/services/item.service.js:194-196 [large] sha256=BE0E80A7F00664DF… — Keyword `large` from clause | OSE-backend/src/services/setting.service.js:6-8 [large] sha256=FCEF3347DD9060D4… — Keyword `large` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.1-001,14,14.1,"Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C14-14.2-001,14,14.2,"Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C14-14.3-001,14,14.3,"State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/platform/draftGovernance.service.js:106-106 [assertDraftEditable] sha256=13CD0E2AABF0DB80… — Required symbol `assertDraftEditable` present; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.3-002,14,14.3,Required attachments must block submit when missing.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/step-permission-enforcement.js:33-35 [required] sha256=494B03743715364D… — Keyword `required` from clause | OSE-backend/src/acc-authority/step-permission-enforcement.js:35-37 [required] sha256=494B03743715364D… — Keyword `required` from clause | OSE-backend/src/acc-authority/step-permission-enforcement.js:35-37 [required] sha256=494B03743715364D… — Keyword `required` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.4-001,14,14.4,"Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/step-permission-enforcement.js:3-5 [enforce] sha256=494B03743715364D… — Keyword `enforce` from clause | OSE-backend/src/acc-authority/step-permission-enforcement.test.js:8-10 [enforce] sha256=A86CB8121FEBCC87… — Keyword `enforce` from clause | OSE-backend/src/acc-runtime/featureFlags.js:18-20 [enforce] sha256=2D98FAB4551A2CB6… — Keyword `enforce` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.5-001,14,14.5,Uploaded files shall comply with platform security validation policy.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/controllers/breakage.controller.js:11-13 [uploaded] sha256=033635D0463754CB… — Keyword `uploaded` from clause | OSE-backend/src/controllers/breakage.controller.js:22-24 [uploaded] sha256=033635D0463754CB… — Keyword `uploaded` from clause | OSE-backend/src/controllers/breakage.controller.js:209-211 [uploaded] sha256=033635D0463754CB… — Keyword `uploaded` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.6-001,14,14.6,Download subject to same authorization as document view (and finer where required).,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C14-14.7-001,14,14.7,Attachment lifecycle follows linked entity (document or line).,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C14-14.8-001,14,14.8,Original filename may display,Optional Capability,Runtime Behavior,Runtime,NOT APPLICABLE,Info,,,,,Register category_bucket=Optional Capability verified unchanged,,Optional capability — not mandatory for compliance,,
C14-14.8-002,14,14.8,platform defines internal storage identity — filenames must not serve as internal identifiers.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,OSE-Frontend/src/app/features/admin/user-rights/user-rights.component.html:248-250 [defines] sha256=B4D649A66E2B0A99… — Keyword `defines` from clause; ,,,,,,Static code evidence only; runtime not executed for this requirement,,
C14-14.9-001,14,14.9,All attachment operations auditable.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C14-14.10-001,14,14.10,Preview UX details — UX Constitution.,Out of Scope,N/A,N/A,NOT APPLICABLE,Info,,,,,Register category_bucket=Out of Scope verified unchanged,,Constitution marks out of scope for product layer,,
C15-15.1-001,15,15.1,"Workflow comment, internal note, system note, audit comment.",Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C15-15.2-001,15,15.2,"Reject, Send Back, Cancel — reason required where defined.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/constants/governed-movement.constants.js:17-19 [reject] sha256=A5995B3AA9290D0F… — Keyword `reject` from clause | OSE-backend/src/constants/grnStatus.js:2-4 [reject] sha256=29A7B8A311E7456E… — Keyword `reject` from clause | OSE-backend/src/controllers/breakage.controller.js:191-193 [reject] sha256=033635D0463754CB… — Keyword `reject` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C15-15.3-001,15,15.3,"Workflow comments, system notes, and audit comments shall become immutable once recorded.",Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:30-32 [workflow] sha256=6F8EB68A4ED527B7… — Keyword `workflow` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:45-47 [workflow] sha256=6F8EB68A4ED527B7… — Keyword `workflow` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:55-57 [workflow] sha256=6F8EB68A4ED527B7… — Keyword `workflow` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
C15-15.3-002,15,15.3,Internal notes visibility governed by platform authorization model.,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C15-15.4-001,15,15.4,Generated exclusively by the platform,Descriptive Context,N/A,Documentation,NOT APPLICABLE,Info,,,,,Register category_bucket=Descriptive Context verified unchanged,,Descriptive/context row — no product enforcement required,,
C15-15.4-002,15,15.4,users must not manually create or modify.,Product Enforceable Requirement,Multiple,Code / Runtime / UI,UNVERIFIED / BLOCKED,Medium,,OSE-backend/src/acc-authority/base-role-permissions.js:34-36 [users] sha256=6F8EB68A4ED527B7… — Keyword `users` from clause | OSE-backend/src/acc-authority/base-role-permissions.js:80-82 [users] sha256=6F8EB68A4ED527B7… — Keyword `users` from clause | OSE-backend/src/acc-authority/catalog.constitution.js:39-41 [users] sha256=88A18C81F472DDF3… — Keyword `users` from clause; ,,,,,Static code evidence only; runtime not executed for this requirement,,
