"fresh_id","pdf_page","pdf_page_start","pdf_page_end","part","chapter_num","chapter_title","section","source_span_id","exact_pdf_source_text","source_context_text","normalized_atomic_clause","strength_classification","category_bucket","atomicity_status","atomicity_justification","semantic_review_status","semantic_review_reason","semantic_reviewer","product_gap_applicability","implementation_target","applies_to","related_sections","verification_type","extraction_note"
"C9-9.2-004","24","24","24","Part II — Document Identity","9","Document Numbering","9.2","SP-C9-9.2-f8a04cd9","Format: `{Type Prefix}-{Year}-{Sequence}` (e.g. GRN-2026-00001).","","Format: `{Type Prefix}-{Year}-{Sequence}` (e.g. GRN-2026-00001).","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.2-005","24","24","24","Part II — Document Identity","9","Document Numbering","9.2","SP-C9-9.2-68b90144","External references (e.g. supplier invoice number) are separate fields.","","External references (e.g. supplier invoice number) are separate fields.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-001","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-a252b1ae","Uniqueness — unique within governed numbering scope.","","Uniqueness — unique within governed numbering scope.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-002","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-a7c7ab68","Reservation — upon first Server Draft, number permanently reserved.","","Reservation — upon first Server Draft, number permanently reserved.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-003","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-f9f20741","Deleted drafts — number never released or recycled.","","Deleted drafts — number never released or recycled.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-004","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-ca0da656","Gap policy — gaps acceptable","","Gap policy — gaps acceptable","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-005","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-8051f8a7","Unified engine — all creation channels (manual, import, integration, future) use same numbering governance.","","Unified engine — all creation channels (manual, import, integration, future) use same numbering governance.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-006","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-8f694e3d","Prefix governance — prefixes governed centrally","","Prefix governance — prefixes governed centrally","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-007","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-f15c1830","Failed allocation — gaps from failed/rolled-back operations acceptable.","","Failed allocation — gaps from failed/rolled-back operations acceptable.","Governance Definition","Governance Definition","span_member","Numbered rule — atomic split.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","Document Numbering / Platform","","Documentation",""
"C9-9.3-008","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-c4027cd9","Immutability — once assigned, number immutable for entire lifecycle.","","Immutability — once assigned, number immutable for entire lifecycle.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-009","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-d4b588a3","Audit — allocation traceable through platform audit mechanisms.","","Audit — allocation traceable through platform audit mechanisms.","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.3-010","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-22eab137","Manual override — prohibited.","","Manual override — prohibited.","Explicit Shall","Product Enforceable Requirement","span_member","Numbered rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Numbering / Platform","","Code / Runtime / UI",""
"C9-9.3-011","24","24","24","Part II — Document Identity","9","Document Numbering","9.3","SP-C9-9.3-c4ab9dfe","Annual reset — per prefix per year (or fiscal year per platform policy).","","Annual reset — per prefix per year (or fiscal year per platform policy).","Descriptive","Descriptive Context","span_member","Numbered rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","Documentation",""
"C9-9.4-001","24","24","24","Part II — Document Identity","9","Document Numbering","9.4","SP-C9-9.4-b6ac132c","Branch or property prefixes embedded in document numbers.","","Branch or property prefixes embedded in document numbers.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Numbering / Platform","","N/A",""
"C10-10.1-001","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.1","SP-C10-10.1-f10e30ff","Class Examples Stock check at posting Inbound Goods receipt, opening balance, positive adjustment Not required Outbound Transfer, breakage, lost, issue, get pass dispatch Required","","Class Examples Stock check at posting Inbound Goods receipt, opening balance, positive adjustment Not required Outbound Transfer, breakage, lost, issue, get pass dispatch Required","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Inventory / Stock","","Documentation",""
"C10-10.2-001","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-59b874ef","Stock availability validated against latest committed inventory state at Posting.","","Stock availability validated against latest committed inventory state at Posting.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-002","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-2f87aa1c","Negative inventory prohibited in DX OSE v2.0.","","Negative inventory prohibited in DX OSE v2.0.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-003","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-bfd8db7f","Quantity must be greater than zero","","Quantity must be greater than zero","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-004","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-bfd8db7f","zero-quantity lines prohibited.","","zero-quantity lines prohibited.","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-005","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-97ea950f","Quantity precision per platform settings","","Quantity precision per platform settings","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-006","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-97ea950f","validation uses precise values.","","validation uses precise values.","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-007","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-fc923e8d","Stock validation against source inventory location defined by transaction.","","Stock validation against source inventory location defined by transaction.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-008","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-127d324b","All calculations use base unit.","","All calculations use base unit.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-009","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-fe75b375","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-010","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-e84b182b","No transaction shall violate constitutional stock integrity rules.","","No transaction shall violate constitutional stock integrity rules.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-011","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-ae7d18f1","Inventory movements generated exclusively by Posted transactions.","","Inventory movements generated exclusively by Posted transactions.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-012","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-185c9c48","Posted inventory movements shall never be edited","","Posted inventory movements shall never be edited","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-013","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-bullet-185c9c48","corrections via new governed transactions.","","corrections via new governed transactions.","Explicit Shall","Product Enforceable Requirement","span_member","§10.2 bullet semicolon — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-014","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-2c29b9bd","Inbound: ●  no stock check","","Inbound: ●  no stock check","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.2-015","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.2","SP-C10-10.2-99c7be1e","Outbound: authoritative on platform","","Outbound: authoritative on platform","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Inventory / Stock","","Code / Runtime / UI",""
"C10-10.3-001","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.3","SP-C10-10.3-semi-f66c7a6e","Unit conversion within inventory movements","","Unit conversion within inventory movements","Out of Scope","Out of Scope","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Inventory / Stock","","N/A",""
"C10-10.3-002","25","25","25","Part III — Data Integrity","10","Stock & Quantity","10.3","SP-C10-10.3-semi-f66c7a6e","reservation (Chapter 2.4.5).","","reservation (Chapter 2.4.5).","Out of Scope","Out of Scope","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Inventory / Stock","","N/A",""
"C11-11.1-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.1","SP-C11-11.1-9974ea48","Display formatting only — not accounting or conversion.","","Display formatting only — not accounting or conversion.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","Documentation",""
"C11-11.2-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.2","SP-C11-11.2-ca698652","Property-level display currency.","","Property-level display currency.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","Documentation",""
"C11-11.3-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.3","SP-C11-11.3-01507b8f","Changing display currency changes symbol and format only.","","Changing display currency changes symbol and format only.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","Documentation",""
"C11-11.3-002","26","26","26","Part III — Data Integrity","11","Display Currency","11.3","SP-C11-11.3-db31734d","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Explicit Must Not","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.4-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.4","SP-C11-11.4-424b3e71","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.4-002","26","26","26","Part III — Data Integrity","11","Display Currency","11.4","SP-C11-11.4-c35704b3","Reports and PDF shall use property display currency as each channel is brought under this standard.","","Reports and PDF shall use property display currency as each channel is brought under this standard.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.5-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.5","SP-C11-11.5-5811d51c","Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).","","Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","Documentation",""
"C11-11.6-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.6","SP-C11-11.6-0ae83810","Changing Property Display Currency must not modify historical posted documents or stored business data.","","Changing Property Display Currency must not modify historical posted documents or stored business data.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Display Currency / Shared UX","","Code / Runtime / UI",""
"C11-11.7-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.7","SP-C11-11.7-6639badb","Property settings — not inventory module settings.","","Property settings — not inventory module settings.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","Documentation",""
"C11-11.8-001","26","26","26","Part III — Data Integrity","11","Display Currency","11.8","SP-C11-11.8-6704e496","Exchange rates, multi-currency purchasing, multi-currency accounting.","","Exchange rates, multi-currency purchasing, multi-currency accounting.","Out of Scope","Out of Scope","atomic","","Governance Approved","Governance approved: Out of Scope.","DX OSE Governance Review (Gate A.3)","No","N/A","Display Currency / Shared UX","","N/A",""
"C12-12.1-001","27","27","27","Part IV — Document Composition","12","Document Header","12.1","SP-C12-12.1-7cc077e6","The document header represents the business identity of the document throughout its lifecycle.","","The document header represents the business identity of the document throughout its lifecycle.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Header / All Documents","","Documentation",""
"C12-12.2-001","27","27","27","Part IV — Document Composition","12","Document Header","12.2","SP-C12-12.2-a05e0dac","Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions.","","Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Header / All Documents","","Documentation",""
"C12-12.2-002","27","27","27","Part IV — Document Composition","12","Document Header","12.2","SP-C12-12.2-semi-f2b4b7ac","Optional fields omitted when not applicable","","Optional fields omitted when not applicable","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Header / All Documents","","Documentation",""
"C12-12.2-003","27","27","27","Part IV — Document Composition","12","Document Header","12.2","SP-C12-12.2-semi-f2b4b7ac","positions must not shift arbitrarily.","","positions must not shift arbitrarily.","Explicit Must Not","Product Enforceable Requirement","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.3-001","27","27","27","Part IV — Document Composition","12","Document Header","12.3","SP-C12-12.3-61c49ca5","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","Explicit Must Not","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.3-002","27","27","27","Part IV — Document Composition","12","Document Header","12.3","SP-C12-12.3-cbb96b68","Business fields — subject to document rules and lifecycle.","","Business fields — subject to document rules and lifecycle.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Header / All Documents","","Documentation",""
"C12-12.3-003","27","27","27","Part IV — Document Composition","12","Document Header","12.3","SP-C12-12.3-d1e3d5ca","Mandatory vs optional — per document type in Workflow Contracts / module policy.","","Mandatory vs optional — per document type in Workflow Contracts / module policy.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Header / All Documents","","Documentation",""
"C12-12.4-001","27","27","27","Part IV — Document Composition","12","Document Header","12.4","SP-C12-12.4-71141637","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.5-001","27","27","27","Part IV — Document Composition","12","Document Header","12.5","SP-C12-12.5-bde6ef1c","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Explicit Must","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.6-001","27","27","27","Part IV — Document Composition","12","Document Header","12.6","SP-C12-12.6-2dca56f5","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Header / All Documents","","Code / Runtime / UI",""
"C12-12.7-001","27","27","27","Part IV — Document Composition","12","Document Header","12.7","SP-C12-12.7-e1ec59df","Modules may add header fields provided standard header order and positions are preserved.","","Modules may add header fields provided standard header order and positions are preserved.","Explicit May","Optional Capability","atomic","","Governance Approved","Optional capability approved.","DX OSE Governance Review (Gate A.3)","Yes","Runtime Behavior","Document Header / All Documents","","Runtime",""
"C13-13.1-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.1","SP-C13-13.1-f253012c","Unified grid behavior for all line-based documents.","","Unified grid behavior for all line-based documents.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Lines / All Documents","","Documentation",""
"C13-13.2-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.2","SP-C13-13.2-dedb926e","Each line shall maintain a unique internal identity independent of display order or row number.","","Each line shall maintain a unique internal identity independent of display order or row number.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.2-002","28","28","28","Part IV — Document Composition","13","Document Lines","13.2","SP-C13-13.2-d7a525b2","Display order is presentation only.","","Display order is presentation only.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Lines / All Documents","","Documentation",""
"C13-13.3-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.3","SP-C13-13.3-d241d8c5","Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (Chapter 17).","","Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (Chapter 17).","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Lines / All Documents","","Documentation",""
"C13-13.4-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.4","SP-C13-13.4-4e1ab380","Posted document lines shall be immutable.","","Posted document lines shall be immutable.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.4-002","28","28","28","Part IV — Document Composition","13","Document Lines","13.4","SP-C13-13.4-98413743","Corrections via new governed business transactions.","","Corrections via new governed business transactions.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Lines / All Documents","","Documentation",""
"C13-13.5-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.5","SP-C13-13.5-66ba431c","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.6-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.6","SP-C13-13.6-8a0bebb0","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.7-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.7","SP-C13-13.7-semi-9799b665","Document and line totals are system-calculated","","Document and line totals are system-calculated","Descriptive","Descriptive Context","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Document Lines / All Documents","","Documentation",""
"C13-13.7-002","28","28","28","Part IV — Document Composition","13","Document Lines","13.7","SP-C13-13.7-semi-9799b665","must not be directly user-editable.","","must not be directly user-editable.","Governance Definition","Governance Definition","span_member","Semicolon-separated rule — atomic split.","Governance Approved","Governance definition approved.","DX OSE Governance Review (Gate A.3)","No","Governance Documentation","Document Lines / All Documents","","Documentation",""
"C13-13.8-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.8","SP-C13-13.8-a5025358","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.9-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.9","SP-C13-13.9-7c2f5d1a","Significant line-level business changes shall be auditable per platform audit policy.","","Significant line-level business changes shall be auditable per platform audit policy.","Explicit Shall","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C13-13.10-001","28","28","28","Part IV — Document Composition","13","Document Lines","13.10","SP-C13-13.10-9e45e970","Large datasets shall not degrade usability (Chapter 27).","","Large datasets shall not degrade usability (Chapter 27).","Explicit Must Not","Product Enforceable Requirement","atomic","","Governance Approved","Product enforceable requirement approved.","DX OSE Governance Review (Gate A.3)","Yes","Multiple","Document Lines / All Documents","","Code / Runtime / UI",""
"C14-14.1-001","29","29","29","Part IV — Document Composition","14","Attachments","14.1","SP-C14-14.1-1f3901df","Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).","","Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Attachments / Platform","","Documentation",""
"C14-14.2-001","29","29","29","Part IV — Document Composition","14","Attachments","14.2","SP-C14-14.2-d475d133","Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.","","Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.","Descriptive","Descriptive Context","atomic","","Governance Approved","Descriptive context approved.","DX OSE Governance Review (Gate A.3)","No","N/A","Attachments / Platform","","Documentation",""
