"fresh_id","previous_category","approved_category","reason","applicable_layer","reviewer","review_timestamp","decision_source"
"C14-14.8-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.9-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C14-14.10-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.2-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.3-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.4-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.4-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.5-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.6-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.6-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C15-15.6-003","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.2-002","Descriptive Context","Product Enforceable Requirement","Item images must not be created via transactional documents.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-002","Descriptive Context","UX / Presentation Requirement","Thumbnails in operational screens.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-003","Descriptive Context","UX / Presentation Requirement","Standardized placeholder presentation.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-004","Optional Capability","Optional Capability","Optional capability approved.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-005","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-006","Descriptive Context","UX / Presentation Requirement","Grid thumbnail presentation.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-007","Descriptive Context","UX / Presentation Requirement","Thumbnail resolution presentation rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-008","Descriptive Context","Product Enforceable Requirement","1 MB image size limit.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-009","Descriptive Context","Product Enforceable Requirement","Supported image formats/dimensions.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C16-16.3-010","Descriptive Context","Product Enforceable Requirement","Unified export when image absent.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.1-001","UX / Presentation Requirement","UX / Presentation Requirement","Auto category confirmed by governance review.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-001","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-002","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-003","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-004","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-005","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-006","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.2-007","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.3-001","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.3-002","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.3-003","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.3-004","UX / Presentation Requirement","UX / Presentation Requirement","§17 keyboard navigation UX requirement.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.3-005","UX / Presentation Requirement","Product Enforceable Requirement","§17.3 global shortcut prohibition.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C17-17.4-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-001","UX / Presentation Requirement","UX / Presentation Requirement","§18.1 Golden Rule — error channel mapping.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-002","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (Field validation → Inline).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-003","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (Row validation → On row).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-004","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (Document validation → Summary banner).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-005","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (Confirmation → Dialog and is not validation).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-006","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (Success → governed by Chapter 20).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.1-007","UX / Presentation Requirement","UX / Presentation Requirement","Block 4 — §18.1 table mapping (System failure → governed by Chapter 19).","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-001","UX / Presentation Requirement","UX / Presentation Requirement","§18.2 validation UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-002","UX / Presentation Requirement","Product Enforceable Requirement","§18.2 validation rule — product/UI/runtime.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-003","UX / Presentation Requirement","UX / Presentation Requirement","Ask review — §18.2 validation rule split.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-003b","UX / Presentation Requirement","UX / Presentation Requirement","Ask review — §18.2 validation rule split.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-004","UX / Presentation Requirement","Product Enforceable Requirement","§18.2 validation rule — product/UI/runtime.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-005","UX / Presentation Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-005b","Product Enforceable Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-006","UX / Presentation Requirement","Product Enforceable Requirement","§18.2 validation rule — product/runtime.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-007","UX / Presentation Requirement","Product Enforceable Requirement","§18.2 validation rule — product/UI/runtime.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-008","UX / Presentation Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-008b","Product Enforceable Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-009","UX / Presentation Requirement","Product Enforceable Requirement","§18.2 validation rule — product/UI/runtime.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-010","UX / Presentation Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-010b","Product Enforceable Requirement","Product Enforceable Requirement","Ask review — §18.2 validation rule split.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.2-011","Product Enforceable Requirement","Product Enforceable Requirement","§18.2 no duplicated error channels.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C18-18.3-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.2-002","Descriptive Context","Product Enforceable Requirement","No duplicate error channels.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.3-002","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.4-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.4-002","Governance Definition","Governance Definition","Governance definition approved.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.5-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.5-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.6-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C19-19.7-001","Descriptive Context","UX / Presentation Requirement","Error focus and assistive technology.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.1-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.3-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.4-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.4-002","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.5-001","Descriptive Context","Product Enforceable Requirement","Must not notify for inaccessible documents.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C20-20.6-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.1-001","Governance Definition","Governance Definition","Governance definition approved.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.2-001","Descriptive Context","Descriptive Context","Descriptive context approved.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.2-002","Descriptive Context","Product Enforceable Requirement","Must not block entire application.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.3-001","Product Enforceable Requirement","Product Enforceable Requirement","Product enforceable requirement approved.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.4-001","Strong Recommendation","Strong Recommendation","Strong recommendation approved.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.4-002","Strong Recommendation","Strong Recommendation","Strong recommendation approved.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C21-21.5-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.1-001","Product Enforceable Requirement","Product Enforceable Requirement","Block 3 — §22.1 unified audit timestamp obligation.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.2-001","Product Enforceable Requirement","Product Enforceable Requirement","§22.2 audit record generation.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.3-001","Product Enforceable Requirement","Product Enforceable Requirement","§22.3 timeline/audit immutability rule.","Database Integrity","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.3-002","Product Enforceable Requirement","Product Enforceable Requirement","§22.3 timeline/audit immutability rule.","Database Integrity","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.3-003","Product Enforceable Requirement","Product Enforceable Requirement","§22.3 timeline/audit immutability rule.","Database Integrity","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.3-004","Product Enforceable Requirement","Product Enforceable Requirement","§22.3 timeline filtering without mutation.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.3-005","Product Enforceable Requirement","Product Enforceable Requirement","§22.3 concurrency conflict audit.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C22-22.4-001","Product Enforceable Requirement","Product Enforceable Requirement","§22 audit requirement.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.1-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.2-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup standard.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.3-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.3-002","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.3-003","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.3-004","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.4-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.4-002","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.4-003","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.4-004","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.5-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup standard.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.6-001","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.6-002","UX / Presentation Requirement","Product Enforceable Requirement","Tenant isolation.","Database Integrity","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.6-003","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.6-004","UX / Presentation Requirement","UX / Presentation Requirement","§23 lookup governance rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C23-23.7-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.1-001","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.1-002","UX / Presentation Requirement","Out of Scope","Mobile/tablet entry out of scope v2.0.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.2-001","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.2-002","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.2-003","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.3-001","UX / Presentation Requirement","QA / Release Requirement","§24 QA/responsive test requirement.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.3-002","UX / Presentation Requirement","Descriptive Context","150% best effort — not release gate.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.4-001","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.4-002","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.4-003","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.4-004","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.4-005","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.5-001","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.5-002","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.5-003","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.6-001","UX / Presentation Requirement","QA / Release Requirement","§24 QA/responsive test requirement.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.6-002","UX / Presentation Requirement","QA / Release Requirement","DoD responsive test matrix.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C24-24.7-001","UX / Presentation Requirement","UX / Presentation Requirement","§24 workspace/responsive UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.1-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.1-002","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.2-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.2-002","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.2-003","UX / Presentation Requirement","Product Enforceable Requirement","Must not invent unrelated layouts.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.2-004","UX / Presentation Requirement","Product Enforceable Requirement","Must declare and follow one archetype.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.3-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.4-001","UX / Presentation Requirement","Strong Recommendation","Should remain accessible per archetype.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
