"fresh_id","chapter","section","requirement_text","category","implementation_target","verification_type","status","severity","frontend_evidence","backend_evidence","database_evidence","runtime_evidence","governance_evidence","tenant_scope_tested","limitations","finding_id","recommended_next_action"
"C10-10.2-001","10","10.2","Stock availability validated against latest committed inventory state at Posting.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-002","10","10.2","Negative inventory prohibited in DX OSE v2.0.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-003","10","10.2","Quantity must be greater than zero","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-004","10","10.2","zero-quantity lines prohibited.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-005","10","10.2","Quantity precision per platform settings","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-006","10","10.2","validation uses precise values.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-007","10","10.2","Stock validation against source inventory location defined by transaction.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-008","10","10.2","All calculations use base unit.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-009","10","10.2","Batch-controlled and serial-controlled inventory — Out of Scope v2.0.","Out of Scope","N/A","Code / Runtime / UI","NOT APPLICABLE","Info","","","","","","None — static audit pass","Explicit Out of Scope v2.0 — batch/serial not implemented by design.","","None"
"C10-10.2-010","10","10.2","No transaction shall violate constitutional stock integrity rules.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-011","10","10.2","Inventory movements generated exclusively by Posted transactions.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-012","10","10.2","Posted inventory movements shall never be edited","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-013","10","10.2","corrections via new governed transactions.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-014","10","10.2","Inbound: ●  no stock check","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.2-015","10","10.2","Outbound: authoritative on platform","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","OSE-backend/src/services/posting.service.js stock checks; postingGovernedGrn/Movement/Transfer/GetPass","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C10-10.3-001","10","10.3","Unit conversion within inventory movements","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C10-10.3-002","10","10.3","reservation (Chapter 2.4.5).","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C11-11.1-001","11","11.1","Display formatting only — not accounting or conversion.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C11-11.2-001","11","11.2","Property-level display currency.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C11-11.3-001","11","11.3","Changing display currency changes symbol and format only.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C11-11.3-002","11","11.3","It must not convert amounts, alter stored values, ledger, valuation, historical posted documents, or participate in financial calculations, inventory valuation, posting logic, taxation, or accounting transactions.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Display currency isolation in posting paths (grep display currency guards in posting.service.js)","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Full financial display-currency matrix not re-runtime-tested in this audit pass.","","None"
"C11-11.4-001","11","11.4","Display Currency shall apply consistently across all user interfaces, reports, dashboards, exported documents, and printed outputs unless explicitly governed otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Display currency isolation in posting paths (grep display currency guards in posting.service.js)","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Full financial display-currency matrix not re-runtime-tested in this audit pass.","","None"
"C11-11.4-002","11","11.4","Reports and PDF shall use property display currency as each channel is brought under this standard.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Display currency isolation in posting paths (grep display currency guards in posting.service.js)","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Full financial display-currency matrix not re-runtime-tested in this audit pass.","","None"
"C11-11.5-001","11","11.5","Decimal places per currency rules (SAR/USD 2, JPY 0, KWD 3).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C11-11.6-001","11","11.6","Changing Property Display Currency must not modify historical posted documents or stored business data.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Display currency isolation in posting paths (grep display currency guards in posting.service.js)","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Full financial display-currency matrix not re-runtime-tested in this audit pass.","","None"
"C11-11.7-001","11","11.7","Property settings — not inventory module settings.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C11-11.8-001","11","11.8","Exchange rates, multi-currency purchasing, multi-currency accounting.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C12-12.1-001","12","12.1","The document header represents the business identity of the document throughout its lifecycle.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C12-12.2-001","12","12.2","Fixed order where applicable: document number, status, workflow step, created by/date, property, department, warehouse, related party, period, display currency, total value, quick actions.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C12-12.2-002","12","12.2","Optional fields omitted when not applicable","UX / Presentation Requirement","UI / UX","Documentation","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","","","None"
"C12-12.2-003","12","12.2","positions must not shift arbitrarily.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C12-12.3-001","12","12.3","System fields (document number, status, created by/at, posted by/at, etc.) — must not be usereditable.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C12-12.3-002","12","12.3","Business fields — subject to document rules and lifecycle.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C12-12.3-003","12","12.3","Mandatory vs optional — per document type in Workflow Contracts / module policy.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C12-12.4-001","12","12.4","Header fields shall become read-only once the document enters a non-editable lifecycle state unless explicitly governed otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C12-12.5-001","12","12.5","Changes to property, department, warehouse after lines exist or after workflow progress must require confirmation and shall follow document business rules (see BDR for line-clear policies).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C12-12.6-001","12","12.6","Header information and document lines shall remain logically consistent throughout the lifecycle unless explicitly governed otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C12-12.7-001","12","12.7","Modules may add header fields provided standard header order and positions are preserved.","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","OSE-Frontend shared/styles/_document-page-shell.scss; document-header-order.registry.ts","","","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C13-13.1-001","13","13.1","Unified grid behavior for all line-based documents.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C13-13.2-001","13","13.2","Each line shall maintain a unique internal identity independent of display order or row number.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.2-002","13","13.2","Display order is presentation only.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C13-13.3-001","13","13.3","Column order, alignment, editable vs read-only, required columns, row validation, footer totals, add/delete, empty state, large datasets, keyboard navigation (Chapter 17).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C13-13.4-001","13","13.4","Posted document lines shall be immutable.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.4-002","13","13.4","Corrections via new governed business transactions.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C13-13.5-001","13","13.5","Line values and calculated fields shall recalculate automatically per governed business rules when relevant data changes.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.6-001","13","13.6","All lines shall remain consistent with governing business context in the header unless explicitly governed otherwise.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.7-001","13","13.7","Document and line totals are system-calculated","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C13-13.7-002","13","13.7","must not be directly user-editable.","Governance Definition","Governance Documentation","Documentation","NOT APPLICABLE","Info","","","","","Governance definition — canonical meaning captured in Gate A; not a product gap.","None — static audit pass","Definition row — verify consuming requirements separately.","","None"
"C13-13.8-001","13","13.8","Duplicate line behavior shall be defined by each business document according to functional requirements (not one global merge/prevent policy).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.9-001","13","13.9","Significant line-level business changes shall be auditable per platform audit policy.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C13-13.10-001","13","13.10","Large datasets shall not degrade usability (Chapter 27).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PARTIAL","High","","Module services block line mutation after POSTED; DB lacks line immutability constraint","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","Posted immutability not DB-enforced.","FIND-010","None"
"C14-14.1-001","14","14.1","Consistent attachment experience via unified platform attachment capability (one behavior, module configuration only).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C14-14.2-001","14","14.2","Invoice, evidence, supporting document, line photo, excel import, generated report, other — per module.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C14-14.3-001","14","14.3","State Typical rights Draft Add, replace, delete In review View, download Posted Read-only Posted attachments shall not be modified, replaced, or deleted.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C14-14.3-002","14","14.3","Required attachments must block submit when missing.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C14-14.4-001","14","14.4","Platform shall enforce allowed types, maximum size, and maximum count (values in platform policy, not this Constitution).","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C14-14.5-001","14","14.5","Uploaded files shall comply with platform security validation policy.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C14-14.6-001","14","14.6","Download subject to same authorization as document view (and finer where required).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C14-14.7-001","14","14.7","Attachment lifecycle follows linked entity (document or line).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C14-14.8-001","14","14.8","Original filename may display","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C14-14.8-002","14","14.8","platform defines internal storage identity — filenames must not serve as internal identifiers.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Attachment services/controllers — module-specific; spot-check only in audit","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C14-14.9-001","14","14.9","All attachment operations auditable.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C14-14.10-001","14","14.10","Preview UX details — UX Constitution.","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
"C15-15.1-001","15","15.1","Workflow comment, internal note, system note, audit comment.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.2-001","15","15.2","Reject, Send Back, Cancel — reason required where defined.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Notes/comments modules — spot-check only","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C15-15.3-001","15","15.3","Workflow comments, system notes, and audit comments shall become immutable once recorded.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Notes/comments modules — spot-check only","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C15-15.3-002","15","15.3","Internal notes visibility governed by platform authorization model.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.4-001","15","15.4","Generated exclusively by the platform","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.4-002","15","15.4","users must not manually create or modify.","Product Enforceable Requirement","Multiple","Code / Runtime / UI","PASS","Info","","Notes/comments modules — spot-check only","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C15-15.5-001","15","15.5","Notes and comments in chronological order within unified timeline (Chapter 22).","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.6-001","15","15.6","Per type policy","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.6-002","15","15.6","workflow comments in timeline","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C15-15.6-003","15","15.6","print inclusion per module policy.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C16-16.1-001","16","16.1","Images support operational accuracy (especially count), not decoration.","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C16-16.2-001","16","16.2","Item images are Item Master data","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C16-16.2-002","16","16.2","must not be created or modified through transactional documents.","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C16-16.3-001","16","16.3","Single source: Item Master","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C16-16.3-002","16","16.3","Thumbnails in operational screens where valuable","UX / Presentation Requirement","UI / UX","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","","","None"
"C16-16.3-003","16","16.3","Standardized placeholder when no image","UX / Presentation Requirement","UI / UX","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","","","None"
"C16-16.3-004","16","16.3","Bulk upload may be supported","Optional Capability","Runtime Behavior","Runtime","NOT APPLICABLE","Info","Item images via item master; item-form/item import paths","","","","","None — static audit pass","Optional capability — not mandatory for v2.0 compliance.","","None"
"C16-16.3-005","16","16.3","Count sheet export/import compatibility when images included","Descriptive Context","N/A","Documentation","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Descriptive Context' — no product/runtime enforcement test required.","","None"
"C16-16.3-006","16","16.3","Thumbnails in grids","UX / Presentation Requirement","UI / UX","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","","","None"
"C16-16.3-007","16","16.3","not full resolution","UX / Presentation Requirement","UI / UX","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","","","None"
"C16-16.3-008","16","16.3","Maximum 1 MB per image","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C16-16.3-009","16","16.3","Supported formats/dimensions per platform media policy","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C16-16.3-010","16","16.3","Unified export behavior when image absent","Product Enforceable Requirement","Multiple","Documentation","PASS","Info","Item images via item master; item-form/item import paths","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","","","None"
"C17-17.1-001","17","17.1","All modules and shared experiences: documents, master data, settings, reports, dialogs.","UX / Presentation Requirement","N/A","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-001","17","17.2","Keyboard-first","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","","","","","","None — static audit pass","","FIND-001","None"
"C17-17.2-002","17","17.2","Enter → next field (not submit/post/delete)","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-003","17","17.2","Enter at row end → next row or add row","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-004","17","17.2","Shift+Enter → previous","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-005","17","17.2","Enter in textarea → new line","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-006","17","17.2","Esc closes lookup/calendar/small overlay","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.2-007","17","17.2","Tab standard browser order","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.3-001","17","17.3","Keyboard behavior consistent across all modules","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.3-002","17","17.3","Focus visually distinguishable","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.3-003","17","17.3","Skip disabled and hidden controls","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.3-004","17","17.3","Dialogs assign initial focus to primary interactive element","UX / Presentation Requirement","UI / UX","UI / UX","PARTIAL","Medium","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; interactive UI verification limited in B3.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","FIND-001","None"
"C17-17.3-005","17","17.3","Global shortcuts centrally governed — modules must not introduce independent global shortcuts","Product Enforceable Requirement","Multiple","UI / UX","PASS","Info","keyboard-navigation.directive.ts + keyboard-shortcut.registry.ts exist; limited template adoption","","","Static code review B1; targeted runtime blocked unless noted in runtime scenarios.","","None — static audit pass","appKeyboardNav not wired on governed document shells.","","None"
"C17-17.4-001","17","17.4","Global shortcut catalog (future amendment).","Out of Scope","N/A","N/A","NOT APPLICABLE","Info","","","","","","None — static audit pass","Category 'Out of Scope' — no product/runtime enforcement test required.","","None"
